93,-86.174011,34.198769,-86.167195,34.203877
198,-86.303285,32.484327,-86.260687,32.520665
298,-86.778207,34.745706,-86.777871,34.745962
399,-88.154989,32.795201,-88.153745,32.795896
499,-86.959284,31.41676,-86.95643,31.419979
598,-88.034266,34.347443,-88.033053,34.348482
699,-86.824393,33.466513,-86.813863,33.475119
799,-87.009549,34.674517,-87.008954,34.674921
899,-85.102118,31.153121,-85.100815,31.154463
996,-85.986739,34.579118,-85.985685,34.579482
1108,-86.817671,32.899627,-86.817279,32.899929
1197,-87.78262,31.706248,-87.780697,31.707682
1299,-86.743578,31.622557,-86.742508,31.623458
1399,-87.165394,32.918249,-87.16115,32.922134
1499,-86.649243,32.961909,-86.648775,32.962266
1586,-86.300881,31.617315,-86.300318,31.617942
1699,-88.06862,34.767313,-88.067686,34.767998
1799,-88.044887,32.842039,-88.044102,32.842753
1920,-87.882723,31.508593,-87.881505,31.509611
2000,-85.293077,32.440058,-85.291946,32.441246
2100,-85.646901,32.015579,-85.646458,32.016197
2200,-85.827866,34.883561,-85.825074,34.88492
2300,-86.994853,33.442707,-86.992372,33.443639
2400,-87.366979,32.090514,-87.366354,32.091837
2500,-88.245717,32.091728,-88.241415,32.095616
2620,-88.012692,34.087547,-88.011575,34.088042
2699,-86.656133,34.039325,-86.654789,34.039998
2800,-87.72039,33.687437,-87.719531,33.688764
59,-144.88267,60.467618,-144.871358,60.476978
153,-152.521737,57.884035,-152.322156,57.972443
251,-132.994658,55.158504,-132.981228,55.17384
355,-162.273905,60.852209,-162.2629,60.863784
439,-149.859907,61.200217,-149.844727,61.202597
519,-133.7393,56.721923,-133.707821,56.74836
624,-135.455485,58.317874,-135.450582,58.324971
738,-148.83009,61.070628,-148.460007,61.427338
1868,-154.844337,59.97519,-154.836782,59.980197
915,-147.265625,70.207646,-147.172619,70.233136
1030,-151.262756,60.350554,-151.260682,60.353195
1126,-131.968059,55.144849,-131.960235,55.150991
1229,-144.608561,60.163255,-144.599376,60.16951
1320,-168.447558,53.041137,-168.436752,53.048905
1424,-135.301275,57.011031,-135.294076,57.013893
1490,-143.603869,70.133545,-143.566269,70.134619
1626,-160.864757,61.927326,-160.717932,61.949047
1732,-136.350987,58.19508,-136.348191,58.196566
1827,-147.577938,60.863492,-147.548154,60.877513
1956,-152.397076,57.780182,-152.392467,57.784827
2050,-131.244649,54.984484,-131.235617,54.9949
2164,-134.582826,58.052321,-134.532299,58.097806
2257,-134.323225,56.832187,-134.300617,56.845674
18,-111.860841,31.921574,-111.859921,31.922518
119,-109.909333,32.092453,-109.908307,32.093255
207,-112.077234,33.4401,-112.076191,33.441156
321,-111.96356,33.487434,-111.960832,33.489415
