10,-86.526077,32.444533,-86.525649,32.445031
20,-86.442379,32.448082,-86.44146,32.449317
27,-86.603627,32.400132,-86.601147,32.40728
37,-86.542445,32.387444,-86.539547,32.388897
46,-86.544181,32.650306,-86.542524,32.651378
57,-86.507307,32.577015,-86.506406,32.578038
68,-86.490007,32.617213,-86.489853,32.617351
78,-86.796932,32.396189,-86.794365,32.398093
87,-86.569844,32.583942,-86.569074,32.584237
97,-86.913477,32.663486,-86.912995,32.663832
109,-86.898475,32.551603,-86.897727,32.551938
119,-86.494162,32.660155,-86.493889,32.660435
129,-86.785239,32.333861,-86.783211,32.335807
138,-86.435938,32.60562,-86.43533,32.606009
145,-86.918091,32.659391,-86.917553,32.659967
173,-86.465109,32.448721,-86.465046,32.448783
167,-86.463688,32.422158,-86.462423,32.422674
179,-86.455076,32.673567,-86.453658,32.67454
190,-86.58918,32.645597,-86.587951,32.646191
199,-86.684867,32.688074,-86.684598,32.688359
209,-86.465079,32.44901,-86.464995,32.449081
220,-86.895501,32.556995,-86.894679,32.558646
229,-86.819055,32.388905,-86.816007,32.392293
238,-86.626279,32.684998,-86.625336,32.685879
248,-86.439276,32.61168,-86.438772,32.611877
258,-86.431695,32.682328,-86.430993,32.682927
268,-86.444718,32.671506,-86.444497,32.671742
278,-86.899652,32.578955,-86.899314,32.579124
288,-86.46199,32.420454,-86.461714,32.420778
298,-86.519585,32.512307,-86.517834,32.51388
308,-86.895273,32.560999,-86.895106,32.561242
320,-86.444036,32.444833,-86.443817,32.445129
325,-86.728888,32.447404,-86.728547,32.447775
340,-86.599088,32.634817,-86.598152,32.635284
350,-86.509202,32.542195,-86.508947,32.542657
360,-86.897121,32.562102,-86.895954,32.564065
380,-86.54146,32.381164,-86.540856,32.381935
378,-86.770079,32.645325,-86.768922,32.646248
389,-86.643446,32.403879,-86.628235,32.431317
390,-86.508363,32.366127,-86.500553,32.383834
409,-86.454341,32.508927,-86.453952,32.50914
415,-86.5399,32.386179,-86.536939,32.387565
425,-86.467912,32.699982,-86.467386,32.700368
440,-86.898519,32.559924,-86.898093,32.560229
450,-86.499056,32.425644,-86.498032,32.42698
460,-86.474486,32.587638,-86.471996,32.591318
465,-86.542967,32.467036,-86.542141,32.468314
480,-86.506742,32.529814,-86.50623,32.530185
490,-86.59305,32.375137,-86.592192,32.376472
500,-86.647033,32.425738,-86.646124,32.426138
509,-86.470179,32.41662,-86.469294,32.41713
519,-86.916647,32.658614,-86.916368,32.658835
530,-86.539661,32.494446,-86.537106,32.496546
540,-86.624978,32.407117,-86.60039,32.431171
550,-86.561437,32.434417,-86.560327,32.436329
560,-86.523041,32.454158,-86.522233,32.454974
569,-86.445209,32.56308,-86.444804,32.563493
579,-86.564009,32.416517,-86.563473,32.416956
589,-86.705819,32.677107,-86.704981,32.677795
599,-86.492802,32.595511,-86.49198,32.596162
610,-86.511226,32.541784,-86.510877,32.542129
620,-86.442442,32.438755,-86.442097,32.439155
3,-87.684568,30.620945,-87.678958,30.626814
12,-87.661456,30.274856,-87.660423,30.27578
33,-87.853275,31.253291,-87.84194,31.260007
29,-87.639588,30.491424,-87.63734,30.494538
40,-87.771526,30.695758,-87.770171,30.698332
465,-87.697858,30.585712,-87.697343,30.58585
70,-87.625689,31.033748,-87.624591,31.035293
113,-87.822571,30.384922,-87.822216,30.385406
76,-87.725025,30.391104,-87.724809,30.391621
85,-87.663653,30.284329,-87.663298,30.284456
95,-87.956846,30.243893,-87.944224,30.248974
100,-87.815193,30.581031,-87.814952,30.581223
110,-87.681906,30.440545,-87.681424,30.440903
122,-87.926511,30.235246,-87.925865,30.235417
129,-87.915376,30.855514,-87.914768,30.857901
139,-87.6782,30.363082,-87.677813,30.363764
156,-87.650175,30.409549,-87.649832,30.409873
166,-87.88581,30.230573,-87.88562,30.230776
176,-87.606435,30.469747,-87.605997,30.470116
186,-87.631832,30.582429,-87.631076,30.583166
196,-87.758163,30.600421,-87.757832,30.601406
205,-87.855588,30.491418,-87.853961,30.49458
215,-87.528723,30.43355,-87.528088,30.434419
227,-87.63308,30.463825,-87.632597,30.464122
237,-87.490581,30.52369,-87.490314,30.523894
249,-87.754043,30.297345,-87.75332,30.298005
259,-87.799295,30.233877,-87.798382,30.23418
269,-87.814406,30.897283,-87.813972,30.897734
279,-87.899998,30.237123,-87.898788,30.237354
288,-87.774185,30.421788,-87.773905,30.422783
298,-87.8741,30.956857,-87.873003,30.958111
305,-87.861953,30.439031,-87.860022,30.440406
315,-87.869574,31.200463,-87.86691,31.203512
328,-87.885495,30.731511,-87.88163,30.734745
331,-87.923679,30.968365,-87.891884,30.981048
348,-87.525296,30.362261,-87.524896,30.362745
362,-87.938386,30.946968,-87.927114,30.974432
367,-87.601381,30.716008,-87.600967,30.716437
377,-87.833961,30.584148,-87.833567,30.584544
387,-87.868812,30.539659,-87.868494,30.539857
397,-87.840358,30.233231,-87.839852,30.233341
419,-87.884864,30.235891,-87.884623,30.236023
414,-87.720689,30.40472,-87.720029,30.405182
426,-87.577337,30.392599,-87.577013,30.393198
437,-87.597959,30.62474,-87.596115,30.62658
447,-87.424955,30.638646,-87.424548,30.639053
457,-87.403197,30.426839,-87.402797,30.427021
468,-87.678461,30.565195,-87.677876,30.565453
478,-87.456103,30.514877,-87.455906,30.515251
488,-87.737951,30.294426,-87.73771,30.295021
498,-87.661426,30.564065,-87.659976,30.565171
508,-87.524146,30.41759,-87.523771,30.417909
518,-87.640603,30.467854,-87.640368,30.468261
527,-87.476596,30.523151,-87.475808,30.523932
537,-87.738183,30.435661,-87.737656,30.435815
547,-87.707588,30.356198,-87.707315,30.356644
557,-87.494478,30.371209,-87.493634,30.371902
567,-87.8421,30.232818,-87.841536,30.232911
578,-87.940861,30.67781,-87.940339,30.678206
588,-87.708309,30.411059,-87.708055,30.411703
598,-87.87282,30.235584,-87.87156,30.236041
615,-87.412749,30.573472,-87.394672,30.623112
617,-87.924184,30.654289,-87.915462,30.666363
